num_words,num_unique_words,num_stopwords,num_links,num_unique_domains,num_email_addresses,num_spelling_errors,num_urgent_keywords,label
143,99,45,1,1,1,4,0,0
2467,937,755,2,1,0,118,2,0
150,109,49,0,0,1,6,0,0
14,11,5,0,0,0,2,0,0
348,180,130,0,0,0,17,0,0
98,52,3,0,0,1,40,0,0
43,43,0,0,0,0,2,0,1
79,68,28,0,0,2,3,1,0
95,69,32,0,0,0,11,0,0
191,112,61,0,0,2,5,1,0
195,120,43,0,0,1,36,1,0
63,51,18,1,1,1,3,0,0
84,65,34,0,0,0,1,0,0
77,59,22,0,0,0,10,0,1
68,63,17,0,0,0,1,1,1
628,250,226,0,0,0,18,0,0
78,61,30,0,0,0,2,0,0
169,123,29,2,2,2,19,0,1
63,53,22,0,0,1,5,0,0
82,57,40,0,0,0,3,0,0
1252,511,406,4,1,3,102,1,0
61,44,14,0,0,0,4,0,0
121,89,36,1,1,0,6,0,1
128,92,47,1,1,1,4,0,0
152,96,32,4,2,2,22,1,0
255,143,94,0,0,1,13,0,0
60,47,29,0,0,0,1,0,0
524,230,236,0,0,0,6,0,0
30,26,7,0,0,0,2,0,0
201,115,69,0,0,4,10,0,0
1364,556,467,0,0,0,21,2,1
105,85,24,0,0,0,15,1,1
556,235,203,0,0,0,33,0,0
573,302,184,0,0,0,20,2,1
333,146,96,0,0,9,16,0,0
48,39,8,0,0,0,9,0,0
542,271,197,0,0,0,16,0,0
87,63,32,0,0,0,8,0,1
2642,923,795,0,0,1,149,2,0
162,119,30,0,0,0,65,0,0
21,21,1,0,0,0,8,0,1
309,182,62,1,1,1,37,1,0
79,62,28,0,0,0,3,0,0
179,114,61,0,0,0,3,0,1
630,215,221,0,0,0,44,0,0
1854,687,500,3,3,7,125,2,0
678,221,228,0,0,1,15,1,0
115,90,37,0,0,0,12,0,1
218,114,61,0,0,0,40,1,0
882,299,237,0,0,0,144,0,0
162,83,19,0,0,0,57,0,0
350,180,32,19,9,36,114,0,0
8,8,1,0,0,0,2,0,1
36,36,9,0,0,0,1,0,1
20,20,1,0,0,0,9,0,1
19,17,7,0,0,0,0,0,0
37,27,12,0,0,0,11,0,0
30,29,11,0,0,0,1,0,0
959,393,323,0,0,0,14,1,1
106,74,16,0,0,0,8,0,0
128,95,40,0,0,0,8,0,0
68,45,15,0,0,5,4,0,0
347,177,106,3,2,4,21,0,0
162,79,44,0,0,0,9,1,0
692,313,145,35,1,1,86,1,0
152,101,43,1,1,0,9,0,0
160,100,52,0,0,0,13,0,0
490,236,67,0,0,0,31,0,1
767,326,250,0,0,0,39,0,0
278,204,72,0,0,0,50,0,1
40,36,15,0,0,0,1,1,0
717,688,20,0,0,0,78,0,1
530,206,129,0,0,12,94,0,0
131,83,48,0,0,0,10,0,0
61,43,23,0,0,0,0,0,0
68,51,21,0,0,2,1,0,0
101,37,13,7,2,4,35,0,0
204,126,55,5,2,2,14,0,0
808,375,284,0,0,0,42,1,0
204,133,48,0,0,1,32,0,0
129,89,45,0,0,0,4,0,0
91,66,23,0,0,1,11,0,0
142,102,48,0,0,0,14,0,0
95,74,33,0,0,1,5,0,0
42,35,13,0,0,0,6,1,0
120,63,25,0,0,3,26,0,0
60,50,15,0,0,0,8,0,0
101,72,9,0,0,4,27,0,0
75,55,22,0,0,0,3,0,1
1178,419,295,20,4,0,60,3,0
234,132,75,0,0,1,18,1,0
64,51,16,0,0,1,2,1,0
69,46,11,1,1,1,6,1,0
144,93,24,2,2,1,22,1,0
481,227,191,0,0,0,29,0,0
264,158,71,0,0,18,27,0,0
508,293,164,0,0,0,41,0,0
89,37,7,0,0,0,17,0,0
14,14,3,0,0,0,1,0,0
35,34,7,0,0,0,7,0,1
243,125,56,4,1,2,29,1,0
61,47,22,0,0,0,1,0,0
168,118,61,0,0,0,8,0,0
165,102,59,0,0,0,8,2,0
1485,560,500,0,0,0,27,1,0
82,61,37,0,0,0,1,0,0
69,50,16,2,1,0,6,0,0
148,124,20,0,0,1,25,0,0
144,87,48,1,1,3,12,0,1
346,194,59,0,0,1,42,0,0
76,57,21,0,0,0,12,0,0
124,81,41,1,1,2,7,1,1
373,232,66,0,0,32,64,0,0
214,125,72,0,0,1,4,0,0
281,152,104,0,0,0,9,0,0
106,67,34,0,0,0,12,0,0
154,89,37,0,0,8,30,0,0
88,66,35,0,0,0,4,0,0
513,270,211,0,0,0,4,1,1
95,78,23,0,0,0,24,0,0
46,46,1,0,0,0,2,0,1
367,178,111,0,0,1,11,0,0
746,300,234,0,0,4,71,1,0
60,52,20,0,0,0,2,0,0
38,28,19,0,0,0,2,1,0
105,62,26,0,0,0,20,0,0
76,50,23,0,0,0,11,1,0
199,111,68,0,0,5,13,1,0
853,357,254,0,0,9,57,3,0
26,22,4,0,0,0,12,0,1
26,25,8,0,0,0,1,0,0
104,66,27,0,0,0,7,0,0
37,33,13,0,0,1,0,0,0
924,423,350,4,4,0,45,0,0
24,20,8,0,0,0,0,0,1
60,49,19,0,0,1,3,0,0
281,153,82,0,0,0,23,0,0
196,129,61,0,0,0,13,0,0
65,54,12,0,0,1,12,0,0
154,67,43,0,0,0,13,0,0
95,56,28,1,1,2,13,0,0
270,159,85,0,0,3,25,0,0
17,15,6,0,0,0,2,0,1
92,72,31,0,0,0,6,0,0
46,36,16,0,0,0,1,0,1
168,97,47,0,0,3,7,1,0
115,80,48,0,0,0,3,1,0
199,145,64,0,0,0,15,0,1
245,124,97,0,0,0,11,0,0
687,280,209,0,0,0,73,1,0
424,185,139,0,0,5,26,0,0
472,228,118,0,0,0,51,1,0
163,82,35,0,0,0,37,0,0
258,166,81,1,1,5,14,0,0
132,87,51,2,2,0,12,0,0
574,287,170,0,0,3,19,2,0
13,10,1,0,0,0,0,0,1
206,155,46,0,0,0,20,0,0
50,44,19,0,0,0,2,0,0
176,117,66,0,0,0,12,0,0
36,15,4,0,0,0,12,0,0
47,43,13,0,0,0,1,0,1
84,64,32,0,0,0,5,0,0
90,66,37,0,0,0,0,0,0
82,67,21,0,0,0,5,0,1
16,11,0,0,0,0,5,0,0
184,95,28,0,0,0,51,0,0
245,96,45,0,0,0,8,0,0
273,133,69,6,2,0,38,1,0
530,225,203,0,0,0,17,0,0
60,47,26,0,0,0,2,0,0
75,64,24,0,0,0,4,0,0
280,168,68,7,1,2,19,2,0
319,198,109,0,0,0,27,1,1
740,414,188,3,2,2,73,0,0
509,237,172,0,0,6,27,0,0
60,53,10,0,0,0,5,0,0
766,313,275,0,0,0,13,0,1
334,177,98,0,0,0,67,1,0
150,69,23,0,0,0,38,0,0
444,216,163,0,0,1,30,1,0
171,124,29,2,2,2,17,0,1
29,24,9,0,0,0,3,0,0
71,61,25,0,0,0,3,0,1
70,57,25,0,0,0,4,0,0
215,139,76,0,0,0,2,0,0
118,88,45,0,0,0,6,1,1
435,234,158,2,1,3,24,1,0
1201,347,398,0,0,0,114,2,0
221,161,80,0,0,0,4,0,1
671,340,268,1,1,2,33,0,0
32,31,4,0,0,1,3,0,0
360,182,134,0,0,3,8,1,0
44,33,18,1,1,0,1,0,0
144,73,8,0,0,2,15,0,0
205,117,92,0,0,0,17,0,0
153,83,41,0,0,0,19,0,0
34,28,7,0,0,3,4,0,0
9,8,4,0,0,0,0,1,0
90,72,21,0,0,0,9,0,1
147,90,43,0,0,0,6,0,1
14,14,4,0,0,0,1,0,1
54,45,19,2,2,0,5,0,0
946,348,361,1,1,7,65,1,0
151,106,35,0,0,3,16,1,0
370,170,148,1,1,5,10,0,0
165,87,63,0,0,0,4,0,1
352,197,91,3,2,0,25,1,0
88,68,18,0,0,0,8,0,0
140,83,64,0,0,0,6,1,1
922,422,295,0,0,0,32,1,0
641,246,189,2,2,6,60,0,0
358,145,77,4,2,0,41,0,0
357,238,77,0,0,0,46,1,1
88,62,33,0,0,0,10,0,0
163,97,47,0,0,0,17,0,0
97,66,40,0,0,0,4,0,0
100,68,31,0,0,1,1,0,0
276,153,89,0,0,0,18,0,0
219,130,33,0,0,6,30,0,0
250,166,68,2,2,0,27,0,0
252,146,71,0,0,0,1,0,0
78,60,23,0,0,0,3,0,0
72,53,34,0,0,0,0,0,0
291,169,43,0,0,2,44,0,0
218,114,4,0,0,0,90,0,1
21,21,11,0,0,0,1,0,0
203,187,4,0,0,0,19,0,1
190,126,59,0,0,0,9,1,0
204,98,17,0,0,10,85,0,0
808,325,332,0,0,0,10,0,1
576,271,193,0,0,6,16,0,0
74,46,19,0,0,1,5,0,0
48,38,15,0,0,0,7,0,0
151,110,61,0,0,0,10,0,0
235,123,76,0,0,0,20,0,0
185,114,54,3,2,1,22,0,0
166,108,54,0,0,0,6,1,1
85,59,24,0,0,0,5,0,0
331,193,120,0,0,1,10,1,0
581,239,180,0,0,4,55,0,0
133,76,15,0,0,4,18,0,0
56,46,15,1,1,0,4,0,0
40,35,6,0,0,0,5,0,1
55,49,21,0,0,0,2,0,0
542,286,165,0,0,8,31,1,0
256,125,90,4,1,1,14,2,0
330,186,99,0,0,0,12,3,0
355,190,144,0,0,0,6,1,0
130,84,50,0,0,0,4,0,0
97,67,32,0,0,0,4,1,0
28,26,7,0,0,0,6,0,0
142,98,13,1,1,16,55,0,0
138,86,29,0,0,2,19,0,0
197,103,73,0,0,0,24,1,0
137,78,40,0,0,0,24,0,0
67,52,25,0,0,0,3,0,0
43,33,2,0,0,1,16,0,0
183,115,51,0,0,0,1,0,1
223,172,50,0,0,0,6,0,1
101,72,33,0,0,0,3,0,0
173,110,56,0,0,0,14,0,0
45,37,19,0,0,0,1,0,0
297,162,121,0,0,0,9,0,0
448,214,170,0,0,1,10,0,0
8,8,2,0,0,0,0,0,1
623,300,224,0,0,4,43,1,0
11,11,3,0,0,0,3,0,0
140,102,49,0,0,0,14,0,0
43,39,7,0,0,0,4,0,1
175,112,45,0,0,0,9,0,0
463,202,188,0,0,0,0,0,0
183,88,5,0,0,0,76,0,0
211,124,72,0,0,0,3,0,0
60,48,10,0,0,0,3,0,0
20,17,0,0,0,0,3,0,1
31,27,10,0,0,0,1,0,0
187,101,51,0,0,3,27,0,0
16,13,3,0,0,2,6,0,0
937,462,346,0,0,0,12,1,0
95,69,46,0,0,0,5,0,0
269,137,63,1,1,12,49,0,0
233,127,68,1,1,0,10,0,0
62,47,18,0,0,0,5,0,0
191,96,48,2,2,2,13,0,0
103,78,32,1,1,0,3,0,0
409,226,152,0,0,2,11,0,0
404,184,149,0,0,0,25,0,0
85,63,24,0,0,0,14,0,0
140,91,37,2,1,0,16,0,0
72,51,28,1,1,0,2,0,1
400,184,69,5,3,3,104,0,0
836,326,215,4,2,21,59,0,0
61,55,23,0,0,0,3,0,1
347,184,100,0,0,4,26,0,0
12,11,2,0,0,0,2,0,1
360,179,164,0,0,0,7,0,0
1235,501,329,20,2,2,138,1,0
67,51,18,0,0,0,5,0,1
69,45,24,0,0,0,1,0,0
31,20,7,1,1,1,3,0,0
648,168,31,0,0,0,63,1,0
51,46,8,0,0,1,4,0,0
257,135,118,0,0,3,8,0,0
93,75,33,0,0,0,6,1,1
266,147,90,0,0,0,15,0,0
58,48,11,0,0,1,3,0,0
461,237,193,1,1,0,26,2,1
81,74,11,0,0,0,20,0,1
1075,554,296,4,3,0,56,1,0
519,267,198,0,0,2,29,0,0
91,74,36,0,0,0,8,0,0
63,48,21,0,0,0,2,0,0
229,108,89,0,0,1,12,0,0
95,71,24,0,0,1,14,0,0
63,38,12,0,0,0,11,0,0
201,135,68,0,0,0,1,0,1
156,109,61,0,0,0,6,0,1
147,89,48,0,0,0,25,0,0
48,47,9,0,0,0,4,0,0
81,61,20,0,0,3,17,0,0
105,80,21,0,0,0,6,1,1
231,142,76,0,0,0,14,1,0
414,208,128,0,0,0,55,2,0
121,96,25,0,0,0,15,2,1
16,15,4,0,0,0,5,0,0
646,364,212,2,1,1,31,0,0
289,184,81,5,2,1,13,2,0
56,49,11,0,0,0,3,0,0
104,64,39,0,0,0,16,1,0
178,133,49,1,1,0,7,1,1
1514,628,458,1,1,3,50,0,0
610,598,14,0,0,0,46,0,1
816,348,272,0,0,0,14,1,1
482,242,193,0,0,0,13,2,1
661,313,234,0,0,0,45,0,0
271,152,75,0,0,4,55,1,0
265,154,78,0,0,0,18,0,0
13,12,2,0,0,0,6,0,1
99,73,30,0,0,0,2,0,1
1051,433,189,12,5,29,104,1,0
80,76,7,0,0,0,35,0,1
133,100,1,0,0,0,86,0,1
568,115,104,1,1,1,73,0,0
244,127,58,0,0,6,21,0,0
126,88,44,0,0,0,6,0,1
23,23,6,0,0,0,6,0,1
121,90,39,2,2,1,5,0,1
863,453,306,0,0,0,10,0,0
44,29,4,0,0,3,10,0,0
30,27,4,0,0,1,3,0,0
183,71,72,0,0,0,8,0,0
93,69,39,0,0,0,2,0,0
102,66,6,0,0,0,27,0,1
2018,802,596,0,0,0,242,2,1
341,166,93,0,0,0,55,0,0
71,62,23,0,0,0,6,0,0
57,44,15,0,0,0,11,0,0
169,97,76,0,0,0,0,1,1
654,287,169,23,4,6,59,1,0
957,472,228,0,0,0,70,1,1
639,315,193,20,8,0,39,2,0
329,179,118,1,1,2,16,0,0
128,91,38,2,1,0,7,0,1
98,79,22,0,0,1,10,0,0
184,89,69,0,0,0,0,0,0
307,157,84,0,0,8,21,0,0
239,116,64,0,0,4,27,0,0
51,42,18,0,0,0,2,0,0
1382,499,546,0,0,26,75,0,0
177,110,62,2,1,0,3,0,0
37,35,7,0,0,0,1,0,1
40,35,7,0,0,0,5,0,0
655,298,183,2,1,5,16,0,0
46,41,12,0,0,0,8,0,1
144,93,48,0,0,0,6,0,0
101,72,21,1,1,2,5,0,0
37,36,6,0,0,0,2,0,0
65,44,19,0,0,2,2,0,0
1271,458,285,23,9,2,97,3,0
169,116,51,1,1,0,2,1,1
462,192,161,3,1,0,15,1,0
203,112,61,0,0,0,24,0,0
173,118,54,0,0,0,10,0,0
335,158,103,0,0,8,23,2,0
69,51,19,0,0,0,13,0,0
30,24,11,0,0,0,0,0,1
267,158,120,0,0,0,1,0,1
39,35,10,1,1,0,2,0,0
254,148,90,0,0,0,11,0,0
268,124,65,0,0,0,42,0,0
199,122,44,0,0,1,22,1,0
217,122,18,0,0,14,45,0,0
29,24,4,0,0,0,2,0,1
173,97,58,0,0,0,9,0,0
90,66,32,0,0,0,1,1,0
62,44,4,0,0,11,16,0,0
175,109,63,0,0,0,5,0,0
129,74,62,0,0,0,8,0,0
149,102,18,0,0,22,43,0,0
126,79,32,0,0,3,18,0,0
66,49,21,1,1,1,5,0,0
179,125,58,4,4,1,16,0,0
88,61,37,1,1,0,0,0,1
121,72,28,0,0,7,10,1,0
191,105,71,0,0,0,3,0,0
273,140,100,0,0,0,8,1,0
75,63,24,0,0,0,7,0,0
127,98,28,0,0,0,7,0,1
159,112,31,0,0,0,13,0,0
425,250,147,1,1,10,27,0,0
88,65,28,0,0,0,9,0,0
235,164,77,0,0,0,22,0,0
154,87,63,0,0,0,7,0,0
52,44,16,0,0,0,2,0,1
877,397,281,0,0,0,34,2,1
1023,345,240,21,1,1,61,2,0
23,21,9,0,0,0,4,0,0
186,130,63,0,0,0,17,1,1
203,105,66,0,0,0,10,0,0
864,355,246,0,0,0,56,1,0
260,128,90,0,0,0,14,0,0
231,110,59,0,0,6,25,0,0
388,196,101,0,0,3,36,0,0
103,69,22,4,4,1,14,0,0
54,42,15,0,0,0,4,0,0
146,96,62,0,0,0,4,0,0
74,61,22,0,0,0,7,0,0
165,84,45,1,1,0,29,0,0
145,103,43,0,0,1,10,0,0
156,101,52,1,1,1,18,0,0
791,355,243,2,1,1,29,0,0
549,274,182,0,0,0,36,0,0
614,274,222,0,0,12,33,1,0
113,85,33,0,0,0,21,0,0
750,302,274,0,0,0,18,1,0
56,42,24,0,0,0,2,0,1
98,71,29,0,0,2,10,0,0
52,37,9,0,0,0,1,1,0
666,192,135,0,0,4,120,0,0
1002,397,309,0,0,11,59,1,0
41,31,7,0,0,0,5,0,0
188,109,80,0,0,0,2,1,1
63,48,22,1,1,0,5,0,0
92,69,25,2,1,0,11,0,0
270,157,43,1,1,26,50,0,0
310,134,16,0,0,0,100,0,0
45,36,24,0,0,0,0,0,0
8,8,1,0,0,0,0,0,1
91,62,35,0,0,0,3,0,0
33,31,2,0,0,0,1,0,1
169,96,64,0,0,0,10,0,0
92,51,42,0,0,0,6,0,0
138,108,37,0,0,3,14,1,0
584,236,221,0,0,3,9,1,0
50,48,13,0,0,0,8,0,1
167,107,60,0,0,0,6,0,0
85,65,19,0,0,2,12,0,0
449,191,8,0,0,2,248,0,0
169,108,55,0,0,0,5,1,1
56,50,8,0,0,1,4,0,0
155,96,47,0,0,0,18,0,0
76,61,24,0,0,0,4,0,0
228,120,83,0,0,0,9,0,0
61,44,22,0,0,0,6,0,0
325,180,114,2,1,1,20,0,0
63,44,32,0,0,0,2,0,0
15,13,5,0,0,1,1,0,0
334,159,101,0,0,0,18,0,0
227,134,84,0,0,2,10,2,0
148,134,24,0,0,0,9,1,1
63,53,23,0,0,0,7,0,0
344,197,95,0,0,14,42,0,0
114,76,37,0,0,0,6,0,0
13,13,5,0,0,0,0,0,1
367,173,124,0,0,2,32,0,0
38,29,9,0,0,0,6,0,0
9,7,5,0,0,0,1,0,1
1000,394,366,0,0,9,38,0,0
126,87,57,0,0,0,2,1,0
13,13,2,0,0,0,2,0,1
81,50,34,0,0,0,9,0,0
655,333,229,4,2,0,17,0,0
72,60,15,0,0,0,9,0,1
212,143,74,0,0,0,2,0,1
140,87,46,0,0,0,12,0,1
1060,396,371,0,0,0,68,1,0
467,235,178,0,0,2,14,0,0
35,30,14,0,0,0,2,0,0
764,359,147,0,0,0,84,1,0
181,179,4,0,0,0,11,0,1
257,139,84,0,0,3,11,0,0
464,212,153,0,0,1,24,1,0
256,144,98,0,0,0,24,0,0
114,79,38,0,0,0,8,0,1
420,210,171,0,0,3,15,2,0
286,145,99,1,1,0,4,1,0
592,300,210,2,2,0,13,1,0
213,112,61,0,0,2,31,0,0
250,140,69,0,0,0,28,1,0
1094,570,294,7,5,0,77,0,0
1068,432,364,0,0,0,11,1,1
146,84,38,0,0,0,24,0,0
102,77,31,0,0,2,10,0,0
535,249,230,0,0,4,10,0,0
207,129,44,0,0,0,21,0,0
358,151,43,0,0,0,34,1,0
49,34,11,0,0,0,10,0,0
105,50,12,0,0,0,7,0,0
233,109,49,0,0,8,34,0,0
144,96,60,0,0,0,3,0,0
107,72,47,0,0,0,3,0,1
534,228,178,0,0,8,27,0,0
211,132,80,0,0,0,11,1,0
132,91,21,2,1,1,26,0,0
76,48,18,0,0,0,7,0,0
73,48,21,0,0,0,13,0,0
245,155,86,0,0,0,4,0,0
152,95,59,0,0,0,2,0,0
81,61,27,0,0,0,3,0,0
65,57,23,0,0,0,5,0,0
196,112,51,6,3,2,15,0,0
102,66,45,0,0,0,2,1,1
75,46,12,0,0,3,3,0,0
286,168,115,0,0,0,11,0,0
26,23,5,0,0,1,4,0,0
63,60,15,0,0,0,28,0,1
220,111,92,0,0,0,6,0,0
195,115,63,0,0,0,18,1,0
208,129,69,0,0,2,3,0,0
20,20,6,0,0,0,4,0,0
111,78,43,0,0,0,2,0,0
78,62,30,2,2,0,7,0,1
146,94,54,2,2,0,7,0,0
43,37,14,0,0,0,6,0,1
275,193,59,0,0,0,20,0,0
255,139,80,0,0,0,22,0,0
20,17,0,0,0,0,6,0,0
58,47,16,0,0,0,1,1,1
661,297,85,0,0,3,254,0,0
234,121,75,0,0,1,2,1,0
580,273,212,5,3,3,38,0,0
1214,448,381,15,1,3,84,1,0
152,93,60,0,0,0,4,0,0
233,104,15,0,0,25,87,0,0
589,318,216,0,0,0,9,0,0
920,379,363,3,3,1,13,0,0
129,81,54,0,0,0,7,1,0
219,101,55,0,0,0,27,0,0
63,46,17,0,0,0,6,0,0
321,200,92,0,0,1,40,1,0
91,57,36,0,0,0,2,1,0
150,102,44,2,1,2,18,2,0
128,81,8,1,1,4,32,0,0
42,39,17,0,0,0,2,0,0
369,215,143,0,0,0,24,0,0
193,111,70,0,0,0,16,0,0
131,95,23,0,0,0,18,0,0
97,59,15,0,0,0,27,0,0
307,141,123,0,0,5,16,0,0
59,45,13,0,0,0,14,0,0
152,99,54,0,0,1,11,1,0
100,76,31,0,0,0,4,0,0
249,105,85,0,0,1,29,0,0
211,126,57,0,0,1,20,0,0
395,195,131,0,0,0,19,0,0
105,73,34,2,1,1,6,0,1
140,107,27,0,0,4,15,0,0
65,60,16,0,0,0,1,0,1
185,116,66,0,0,0,1,0,1
303,158,75,0,0,12,26,0,0
123,78,33,0,0,0,6,0,0
16,14,1,0,0,0,4,0,0
606,276,260,1,1,3,26,1,1
142,85,58,0,0,0,11,0,0
272,155,81,0,0,0,13,0,0
64,53,28,0,0,0,2,0,1
68,53,23,0,0,0,5,0,0
246,111,34,0,0,0,36,0,0
299,164,76,0,0,2,27,0,0
172,105,62,2,2,0,16,0,0
92,83,8,0,0,0,11,1,0
102,71,30,0,0,0,4,1,0
44,39,15,1,1,0,3,0,0
64,49,24,0,0,0,1,0,0
209,115,64,0,0,1,33,0,0
208,117,34,0,0,0,24,0,0
36,31,5,1,1,1,2,0,0
156,100,54,0,0,0,11,0,0
302,147,92,6,3,2,40,0,0
265,148,95,0,0,0,24,0,0
136,98,44,0,0,0,8,0,0
24,16,13,0,0,0,1,0,0
139,114,27,0,0,0,27,0,1
1133,523,348,0,0,0,137,0,1
84,66,25,0,0,0,14,0,0
108,80,30,0,0,2,12,0,0
122,94,39,1,1,0,5,0,0
12,11,3,0,0,0,3,0,1
122,76,45,0,0,0,3,0,0
349,182,108,0,0,0,21,1,0
47,39,12,0,0,0,8,1,0
189,76,6,0,0,0,12,1,0
367,209,94,10,4,21,65,0,0
48,32,28,0,0,0,1,0,0
1225,512,416,2,2,2,73,1,1
196,107,72,0,0,1,27,0,0
31,25,4,0,0,0,4,0,1
43,39,13,0,0,0,0,0,0
400,246,127,0,0,0,44,0,0
158,99,52,0,0,0,10,0,0
242,124,70,0,0,0,30,1,0
98,66,9,0,0,2,28,0,0
380,195,132,0,0,0,12,1,1
119,83,34,2,2,2,12,0,1
105,79,29,3,2,1,10,0,0
585,297,98,0,0,0,113,1,1
297,186,90,0,0,0,21,0,1
1389,565,473,0,0,0,57,1,1
1200,500,327,42,8,6,98,0,0
199,141,44,5,3,2,11,0,0
136,91,51,0,0,0,3,0,0
10,10,3,0,0,0,1,0,0
1134,522,349,0,0,0,152,0,1
51,43,18,0,0,1,1,1,0
415,230,150,1,1,0,8,0,0
262,137,76,0,0,0,12,0,1
953,294,259,1,1,1,19,1,0
139,83,61,0,0,0,3,0,0
127,80,35,2,1,0,4,0,0
834,312,311,0,0,1,59,1,0
125,73,28,0,0,0,15,0,0
292,183,92,1,1,16,29,0,0
383,211,162,0,0,0,12,2,1
225,61,82,0,0,0,20,0,1
90,51,10,0,0,9,23,0,0
81,58,28,0,0,0,5,0,0
104,72,24,0,0,1,8,0,0
132,92,26,4,3,1,12,0,1
100,79,31,1,1,0,4,0,0
75,52,11,0,0,6,22,0,0
57,45,21,0,0,0,6,0,0
910,362,252,9,2,1,35,2,0
1059,390,349,0,0,0,64,1,0
69,47,14,0,0,2,12,0,0
602,243,151,0,0,0,41,0,0
54,49,20,0,0,0,8,0,1
30,29,9,0,0,1,3,1,1
86,65,31,0,0,0,3,0,1
322,180,133,5,2,1,9,0,0
81,46,25,0,0,0,3,0,0
64,53,23,0,0,0,2,0,0
73,52,16,0,0,0,10,1,0
144,124,21,0,0,1,10,0,0
55,47,19,0,0,0,5,0,0
267,153,75,6,1,1,20,1,0
280,206,79,0,0,0,11,1,1
241,157,94,0,0,0,6,0,1
369,215,131,0,0,0,12,0,0
1525,404,271,4,3,3,315,1,0
172,109,16,0,0,0,55,0,0
3608,956,1275,0,0,0,168,1,0
1269,569,404,4,4,0,22,0,0
229,139,98,0,0,0,8,0,0
26,23,1,0,0,0,0,0,0
128,85,49,0,0,0,9,1,0
164,122,38,1,1,2,18,0,0
200,123,51,0,0,0,7,0,1
93,67,42,0,0,0,1,0,0
336,197,119,0,0,0,15,3,1
188,140,6,0,0,0,36,0,1
57,51,10,0,0,0,9,0,0
166,110,51,0,0,0,17,0,0
725,337,269,0,0,3,51,0,0
83,59,23,1,1,0,8,0,1
1215,594,355,0,0,0,86,1,0
126,73,23,0,0,0,15,0,0
78,55,27,0,0,0,2,0,0
193,116,68,0,0,2,9,0,0
430,227,137,0,0,0,34,1,0
138,84,50,0,0,0,6,0,0
716,210,76,0,0,0,271,0,0
417,215,163,0,0,0,12,1,0
151,107,45,0,0,0,19,1,1
25,21,2,0,0,0,6,0,0
589,251,189,1,1,7,34,0,0
507,209,160,0,0,4,41,0,0
37,31,10,0,0,0,2,0,0
57,43,8,0,0,3,11,0,0
45,34,3,4,4,0,15,0,0
28,26,13,0,0,0,4,0,0
261,123,67,9,2,1,22,2,0
150,100,49,0,0,3,16,0,0
225,141,84,0,0,0,12,0,0
123,79,44,0,0,0,1,0,1
50,49,17,0,0,0,2,0,0
395,183,126,1,1,0,23,2,0
104,79,33,0,0,1,14,0,0
299,186,122,0,0,0,7,0,0
1190,424,434,1,1,3,77,1,0
653,211,213,0,0,0,40,0,0
92,67,22,0,0,0,11,0,0
136,93,37,0,0,0,6,0,0
738,351,188,9,4,3,66,0,0
110,77,40,0,0,0,10,0,0
98,74,36,0,0,0,4,0,0
159,99,51,0,0,0,11,0,1
170,106,61,0,0,0,6,0,1
263,113,45,0,0,0,4,0,1
703,332,228,0,0,2,57,1,0
176,121,60,0,0,0,5,1,1
163,97,35,0,0,0,36,0,0
281,152,41,0,0,0,105,0,0
206,138,62,0,0,0,16,1,1
523,261,161,0,0,0,61,0,0
430,219,157,0,0,6,15,1,0
232,137,18,0,0,0,130,0,1
48,41,16,0,0,0,1,0,0
26,19,7,0,0,0,8,0,0
448,213,139,0,0,0,70,1,0
276,116,42,0,0,41,37,0,0
477,281,135,7,5,0,30,1,0
396,226,149,0,0,0,24,0,0
401,216,94,0,0,1,18,0,0
184,127,43,2,2,1,14,0,0
451,192,109,0,0,11,25,0,0
31,27,14,0,0,0,2,0,0
449,235,117,11,3,0,46,2,0
870,317,338,0,0,0,50,0,0
761,356,176,1,1,0,60,2,0
3655,936,1141,71,14,17,269,3,0
228,128,74,6,2,3,11,0,0
150,105,44,3,3,1,10,0,0
108,74,28,0,0,1,7,0,0
844,323,298,0,0,0,53,2,0
55,43,16,0,0,0,7,0,0
188,112,33,0,0,0,38,1,1
92,60,32,0,0,0,10,0,0
6691,1666,2057,12,9,4,228,3,0
23,22,7,0,0,0,2,0,0
31,29,9,1,1,0,4,0,0
268,196,61,1,1,1,25,0,0
46,42,15,0,0,0,1,0,1
641,247,257,0,0,2,53,1,0
183,126,80,0,0,0,7,1,0
49,46,13,1,1,0,6,0,1
375,214,113,0,0,0,18,1,1
72,61,22,0,0,0,1,0,1
153,109,54,0,0,0,13,0,0
100,77,32,0,0,0,9,0,0
67,47,11,1,1,2,4,1,0
117,71,37,0,0,0,8,0,0
96,46,0,12,10,2,56,0,0
617,240,186,0,0,3,70,0,0
763,344,270,0,0,0,28,1,0
144,101,42,1,1,3,16,0,0
1845,640,467,4,3,0,188,1,0
269,144,117,0,0,1,5,0,0
457,207,134,6,1,4,16,1,0
2786,840,989,5,5,1,30,0,1
38,35,10,0,0,0,0,0,1
361,195,108,0,0,7,58,1,0
401,199,132,0,0,0,22,0,0
314,190,88,0,0,0,19,0,0
85,60,26,0,0,1,2,0,0
14,14,4,0,0,0,0,1,0
94,69,38,0,0,0,1,0,0
110,80,40,0,0,0,12,0,0
366,197,79,0,0,0,28,0,0
129,104,37,2,2,0,11,0,0
221,120,93,0,0,0,12,0,1
484,224,164,0,0,3,9,0,0
