num_words,num_unique_words,num_stopwords,num_links,num_unique_domains,num_email_addresses,num_spelling_errors,num_urgent_keywords,label
297,153,102,1,1,8,15,1,0
462,234,129,2,2,3,48,1,0
38,32,10,0,0,0,3,0,0
131,72,47,0,0,2,9,1,0
749,428,135,0,0,0,79,0,0
173,96,58,1,1,0,3,0,0
113,80,32,0,0,0,12,0,0
87,62,29,0,0,0,1,1,1
133,68,42,0,0,0,8,0,0
35,27,8,0,0,0,3,0,0
2528,908,682,26,13,2,146,2,0
274,156,70,1,1,11,31,0,0
59,41,12,0,0,0,0,0,1
75,61,7,0,0,0,33,0,1
109,73,43,0,0,0,5,0,0
100,70,24,0,0,0,2,1,1
93,87,10,0,0,0,0,0,1
83,59,23,0,0,0,6,1,0
659,281,228,1,1,4,50,0,0
156,77,10,0,0,0,15,0,0
185,110,65,4,3,2,4,0,0
79,53,20,0,0,0,10,0,0
54,36,19,0,0,0,6,0,0
213,82,99,0,0,0,0,0,0
49,31,6,0,0,1,7,0,0
53,46,19,0,0,0,0,0,0
97,70,41,0,0,0,7,0,0
151,92,18,0,0,2,36,0,0
32,28,13,0,0,0,5,0,0
140,89,59,0,0,3,3,0,0
407,164,156,0,0,1,40,0,0
28,24,9,1,1,0,1,0,0
46,43,10,0,0,0,2,1,0
514,214,170,0,0,0,31,0,0
274,115,45,0,0,0,2,0,1
118,101,32,0,0,0,15,0,1
55,49,11,0,0,0,2,0,1
264,160,91,4,3,1,12,1,0
135,81,41,0,0,0,9,0,0
52,45,6,1,1,2,12,1,0
114,80,43,0,0,0,4,1,0
41,32,19,0,0,0,1,0,0
162,95,47,2,1,1,13,1,0
204,113,66,3,2,2,7,1,0
98,70,25,0,0,0,6,0,0
186,128,64,0,0,0,14,1,1
109,67,32,0,0,0,18,0,0
168,106,60,0,0,0,10,0,0
71,51,12,0,0,0,5,0,0
172,115,62,0,0,3,6,0,0
1121,429,413,0,0,3,46,1,0
52,50,12,0,0,0,4,0,0
75,28,5,0,0,0,2,1,0
66,56,18,0,0,1,6,0,0
44,35,8,0,0,0,3,0,0
296,143,94,0,0,0,36,0,0
785,365,199,14,11,0,64,0,0
16,7,0,3,1,0,7,0,1
1817,648,752,0,0,0,30,4,1
48,39,15,0,0,0,4,0,0
219,128,85,0,0,0,5,1,0
40,34,19,0,0,0,2,0,0
224,122,57,12,4,6,32,0,0
100,69,25,0,0,0,12,0,0
883,427,310,1,1,2,25,0,0
161,135,35,0,0,0,38,0,1
396,187,128,0,0,5,36,0,0
260,139,98,0,0,0,5,0,0
